step,thrust,turn,x,y,theta
542,0.695469,0.003663,334.919,263.080,2.888381
543,0.696628,0.040647,334.246,263.254,2.888821
544,0.697102,0.008687,333.571,263.425,2.893699
545,0.692527,-0.024148,332.895,263.595,2.894741
546,0.695145,-0.058497,332.224,263.767,2.891843
547,0.690357,-0.028379,331.551,263.943,2.884824
548,0.688803,0.008876,330.884,264.121,2.881418
549,0.693020,0.093429,330.218,264.297,2.882483
550,0.698489,0.081690,329.546,264.467,2.893695
551,0.702609,0.034180,328.868,264.632,2.903498
552,0.705624,0.032105,328.184,264.795,2.907599
553,0.701667,0.032413,327.497,264.956,2.911452
554,0.700103,0.013666,326.813,265.113,2.915341
555,0.702912,0.043160,326.131,265.269,2.916981
556,0.705968,0.041757,325.445,265.422,2.922160
557,0.712808,0.036923,324.755,265.572,2.927171
558,0.713746,0.070862,324.058,265.721,2.931602
559,0.709683,0.067144,323.359,265.864,2.940106
560,0.704528,0.061239,322.662,266.000,2.948163
561,0.698496,0.051659,321.970,266.131,2.955512
562,0.699744,0.004889,321.282,266.256,2.961711
563,0.697454,-0.116153,320.594,266.380,2.962297
564,0.701813,0.000471,319.909,266.514,2.948359
565,0.697342,0.004116,319.221,266.649,2.948416
566,0.694576,-0.002954,318.536,266.783,2.948909
567,0.689575,-0.007869,317.855,266.916,2.948555
568,0.694012,-0.006225,317.178,267.049,2.947611
569,0.700704,-0.013764,316.497,267.183,2.946864
570,0.703773,0.029855,315.810,267.320,2.945212
571,0.702916,-0.009677,315.119,267.455,2.948795
572,0.707291,0.034401,314.429,267.590,2.947633
573,0.706658,0.035357,313.735,267.724,2.951761
574,0.702322,-0.031334,313.040,267.854,2.956004
575,0.700883,-0.035064,312.350,267.986,2.952244
576,0.701169,-0.032500,311.663,268.121,2.948036
577,0.701091,0.016523,310.975,268.259,2.944136
578,0.701381,0.016010,310.287,268.395,2.946119
579,0.700797,0.011820,309.599,268.530,2.948040
580,0.701717,0.001188,308.911,268.663,2.949459
581,0.695432,0.039133,308.222,268.797,2.949601
582,0.695433,0.045498,307.539,268.927,2.954297
583,0.690094,0.085449,306.855,269.053,2.959757
584,0.685295,0.078842,306.175,269.170,2.970011
585,0.686150,0.112867,305.499,269.281,2.979472
586,0.694206,0.102030,304.820,269.383,2.993016
587,0.689974,0.093796,304.133,269.477,3.005259
588,0.692036,0.050907,303.448,269.563,3.016515
589,0.695552,0.040548,302.761,269.645,3.022624
590,0.689950,-0.009322,302.070,269.724,3.027490
591,0.688783,0.074371,301.384,269.804,3.026371
592,0.684182,-0.005118,300.700,269.877,3.035295
593,0.680497,-0.011498,300.019,269.950,3.034681
594,0.680555,-0.031467,299.343,270.023,3.033302
595,0.683079,-0.024935,298.666,270.099,3.029526
596,0.682915,0.015185,297.988,270.178,3.026533
597,0.681246,0.014857,297.309,270.255,3.028356
598,0.686186,0.047541,296.632,270.331,3.030138
599,0.693467,0.006919,295.950,270.403,3.035843
600,0.697022,0.008016,295.260,270.476,3.036674
601,0.698150,-0.000624,294.567,270.548,3.037636
602,0.705869,0.000257,293.873,270.621,3.037561
603,0.708348,0.029114,293.171,270.694,3.037591
604,0.707962,0.027687,292.466,270.765,3.041085
605,0.703273,0.055868,291.761,270.834,3.044408
606,0.708086,0.094877,291.061,270.897,3.051112
607,0.705390,0.104367,290.355,270.953,3.062497
608,0.700299,0.016690,289.651,271.000,3.075021
609,0.693277,0.005508,288.952,271.045,3.077024
610,0.698692,-0.003117,288.260,271.090,3.077685
611,0.704749,0.080720,287.563,271.135,3.077311
612,0.701902,0.083719,286.859,271.173,3.086997
613,0.700903,0.042968,286.158,271.204,3.097044
614,0.708004,0.038313,285.458,271.232,3.102200
615,0.700773,0.000052,284.750,271.256,3.106797
616,0.696347,-0.043763,284.050,271.281,3.106803
617,0.693180,-0.044449,283.354,271.309,3.101552
618,0.694459,-0.038087,282.662,271.340,3.096218
619,0.701747,-0.040660,281.968,271.375,3.091647
620,0.693301,0.034664,281.267,271.413,3.086768
621,0.694863,0.073177,280.575,271.448,3.090928
622,0.693247,0.029996,279.881,271.477,3.099709
623,0.693894,-0.015246,279.188,271.504,3.103309
624,0.691611,-0.017692,278.495,271.532,3.101479
625,0.692208,-0.007935,277.804,271.561,3.099356
626,0.696508,-0.002524,277.112,271.591,3.098404
627,0.694694,-0.008606,276.416,271.621,3.098101
628,0.695867,-0.046654,275.722,271.652,3.097068
629,0.702320,-0.004973,275.027,271.687,3.091470
630,0.701540,-0.086612,274.326,271.723,3.090873
631,0.706365,-0.089213,273.626,271.765,3.080480
632,0.706938,-0.043498,272.921,271.816,3.069774
633,0.693538,-0.039135,272.216,271.871,3.064555
634,0.693019,-0.003464,271.525,271.927,3.059858
635,0.693858,-0.005664,270.834,271.984,3.059443
636,0.695467,-0.001172,270.143,272.041,3.058763
637,0.698366,-0.000793,269.450,272.099,3.058622
638,0.698828,-0.030028,268.754,272.157,3.058527
639,0.698477,-0.031387,268.058,272.218,3.054924
640,0.701455,0.006058,267.362,272.281,3.051157
641,0.691796,-0.022031,266.663,272.343,3.051884
642,0.685362,-0.076340,265.975,272.407,3.049240
643,0.686147,-0.033956,265.293,272.477,3.040080
644,0.692829,-0.031965,264.610,272.549,3.036005
645,0.696789,-0.028132,263.922,272.625,3.032169
646,0.694722,0.014593,263.229,272.703,3.028793
647,0.697950,0.018268,262.539,272.780,3.030544
648,0.698625,-0.005545,261.845,272.856,3.032737
649,0.702550,-0.020744,261.151,272.932,3.032071
650,0.700716,-0.039569,260.452,273.011,3.029582
651,0.704472,-0.009413,259.757,273.092,3.024834
652,0.707130,-0.003407,259.057,273.175,3.023704
653,0.703594,-0.002651,258.355,273.259,3.023295
654,0.710098,-0.044737,257.656,273.342,3.022977
655,0.716957,0.032750,256.951,273.430,3.017608
656,0.720535,0.026854,256.240,273.516,3.021538
657,0.714488,-0.011204,255.524,273.600,3.024761
658,0.704354,-0.012292,254.815,273.684,3.023417
659,0.697474,0.028956,254.115,273.768,3.021942
660,0.690949,0.046526,253.422,273.849,3.025416
661,0.689729,0.040765,252.736,273.925,3.030999
662,0.691247,0.078885,252.050,273.998,3.035891
663,0.685165,0.070413,251.362,274.064,3.045357
664,0.679619,0.070290,250.679,274.124,3.053807
665,0.683170,0.065202,250.002,274.178,3.062242
666,0.686719,0.062877,249.320,274.227,3.070066
667,0.691949,0.019524,248.635,274.271,3.077611
668,0.695253,0.010035,247.944,274.314,3.079954
669,0.696808,0.010091,247.250,274.356,3.081158
670,0.697520,0.010721,246.555,274.397,3.082369
671,0.703592,0.054661,245.858,274.437,3.083656
672,0.701167,0.058724,245.156,274.473,3.090215
673,0.703318,0.047855,244.455,274.504,3.097262
674,0.701368,0.049649,243.753,274.532,3.103005
675,0.704896,0.002667,243.052,274.554,3.108963
676,0.703535,-0.008567,242.347,274.577,3.109283
677,0.699769,-0.018442,241.644,274.601,3.108254
678,0.701728,-0.016601,240.945,274.626,3.106041
679,0.701255,-0.055941,240.243,274.652,3.104049
680,0.704066,-0.020092,239.543,274.683,3.097336
681,0.706062,0.015892,238.839,274.716,3.094925
682,0.703956,-0.022746,238.134,274.747,3.096832
683,0.708950,-0.028118,237.431,274.781,3.094103
684,0.707945,0.008164,236.723,274.817,3.090729
685,0.708703,0.047407,236.016,274.852,3.091708
686,0.702828,-0.034042,235.308,274.883,3.097397
687,0.697621,-0.073757,234.606,274.917,3.093312
688,0.689505,0.004144,233.909,274.957,3.084461
689,0.688567,0.012393,233.221,274.996,3.084959
690,0.685778,0.094745,232.533,275.034,3.086446
691,0.681873,0.098464,231.848,275.064,3.097815
692,0.686851,0.089403,231.167,275.086,3.109631
693,0.687903,0.039935,230.480,275.101,3.120359
694,0.685961,0.117722,229.792,275.112,3.125151
695,0.685437,0.109322,229.106,275.113,3.139278
696,0.691744,0.104328,228.421,275.106,-3.130789
697,0.688552,0.089501,227.729,275.090,-3.118269
698,0.686536,0.045608,227.041,275.066,-3.107529
699,0.683724,0.000401,226.355,275.039,-3.102056
700,0.676858,0.004071,225.672,275.012,-3.102008
701,0.671169,-0.003369,224.996,274.985,-3.101519
702,0.666990,-0.037568,224.325,274.958,-3.101924
703,0.668894,0.053544,223.658,274.935,-3.106432
704,0.672526,0.056963,222.990,274.907,-3.100007
705,0.672897,0.065912,222.318,274.875,-3.093171
706,0.673565,0.023782,221.647,274.837,-3.085262
707,0.676512,-0.016510,220.974,274.797,-3.082408
708,0.675319,-0.056457,220.299,274.758,-3.084389
709,0.673387,-0.031104,219.624,274.724,-3.091164
710,0.674832,-0.065281,218.952,274.693,-3.094896
711,0.677988,-0.063883,218.277,274.667,-3.102730
712,0.677339,-0.024780,217.600,274.645,-3.110396
713,0.681237,0.018623,216.923,274.626,-3.113370
714,0.681986,-0.054964,216.242,274.606,-3.111135
715,0.687011,-0.022636,215.560,274.589,-3.117730
716,0.694195,-0.025718,214.873,274.575,-3.120447
717,0.698302,-0.071885,214.179,274.562,-3.123533
718,0.696983,-0.078420,213.481,274.556,-3.132159
719,0.700773,-0.072759,212.784,274.556,-3.141569
720,0.704753,-0.078332,212.083,274.562,3.132885
721,0.708660,-0.042095,211.378,274.575,3.123485
722,0.709526,-0.077904,210.670,274.591,3.118434
723,0.705577,-0.082430,209.961,274.614,3.109085
724,0.697438,0.047358,209.256,274.644,3.099194
725,0.701529,0.047062,208.559,274.669,3.104876
726,0.698475,0.015255,207.858,274.691,3.110524
727,0.703875,-0.030005,207.159,274.712,3.112355
728,0.710059,-0.068417,206.456,274.735,3.108754
729,0.706561,-0.031382,205.747,274.764,3.100544
730,0.705030,0.048044,205.041,274.796,3.096778
731,0.707360,0.062393,204.336,274.823,3.102543
732,0.709724,0.059767,203.629,274.845,3.110030
733,0.709568,0.093566,202.920,274.863,3.117202
734,0.706425,-0.020990,202.210,274.872,3.128430
735,0.711369,-0.025266,201.504,274.883,3.125912
736,0.712816,-0.017875,200.793,274.896,3.122880
737,0.709519,-0.064258,200.080,274.911,3.120735
738,0.710701,-0.024255,199.371,274.932,3.113024
739,0.711788,-0.010171,198.660,274.954,3.110113
740,0.711946,-0.061330,197.949,274.977,3.108892
741,0.712908,-0.017004,197.238,275.006,3.101533
742,0.716996,0.059109,196.525,275.036,3.099492
743,0.715569,0.059662,195.809,275.061,3.106585
744,0.709540,0.098238,195.093,275.081,3.113745
745,0.704299,0.093741,194.384,275.092,3.125533
746,0.701387,0.009517,193.680,275.096,3.136782
747,0.695600,-0.008790,192.978,275.098,3.137924
748,0.696738,-0.046036,192.283,275.101,3.136869
749,0.694212,-0.053741,191.586,275.109,3.131345
750,0.693126,-0.041306,190.892,275.120,3.124896
751,0.681440,-0.076178,190.199,275.135,3.119940
752,0.676870,-0.111351,189.518,275.156,3.110798
753,0.682059,-0.072543,188.842,275.186,3.097436
754,0.678456,-0.061769,188.160,275.222,3.088731
755,0.681948,-0.055281,187.483,275.263,3.081319
756,0.677571,-0.081489,186.803,275.309,3.074685
757,0.683381,-0.117975,186.127,275.360,3.064906
758,0.686210,-0.026718,185.447,275.422,3.050749
759,0.689948,0.029947,184.764,275.487,3.047543
760,0.691468,0.032384,184.076,275.549,3.051137
761,0.695259,0.026867,183.388,275.609,3.055023
762,0.694006,-0.090675,182.695,275.667,3.058247
763,0.695424,-0.088057,182.004,275.732,3.047366
764,0.689888,0.001327,181.312,275.805,3.036799
765,0.694482,-0.039876,180.626,275.877,3.036958
766,0.694331,-0.083263,179.936,275.953,3.032173
767,0.686919,-0.078620,179.246,276.036,3.022181
768,0.684532,-0.154780,178.565,276.124,3.012747
769,0.686858,-0.160394,177.888,276.224,2.994173
770,0.691060,-0.039731,177.211,276.338,2.974926
771,0.689920,-0.075109,176.530,276.456,2.970158
772,0.691509,-0.076494,175.851,276.580,2.961145
773,0.697256,-0.001267,175.172,276.710,2.951966
774,0.704275,-0.033003,174.487,276.842,2.951814
775,0.708073,-0.033603,173.796,276.977,2.947853
776,0.706950,0.013314,173.102,277.117,2.943821
777,0.703892,-0.024686,172.408,277.254,2.945419
778,0.701863,-0.031407,171.718,277.394,2.942456
779,0.691403,-0.025178,171.031,277.535,2.938688
780,0.684965,-0.024888,170.354,277.676,2.935666
781,0.683490,0.016258,169.684,277.818,2.932680
782,0.685261,0.054093,169.015,277.959,2.934631
783,0.685654,0.046044,168.344,278.095,2.941122
784,0.687212,0.068553,167.671,278.228,2.946647
785,0.688607,0.072610,166.996,278.356,2.954873
786,0.692061,0.078549,166.318,278.478,2.963586
787,0.697468,0.065814,165.636,278.594,2.973012
788,0.700982,0.077100,164.947,278.705,2.980910
789,0.698783,0.000653,164.254,278.811,2.990162
790,0.701566,-0.005185,163.563,278.917,2.990240
791,0.692239,-0.009021,162.870,279.023,2.989618
792,0.691334,-0.006782,162.186,279.128,2.988535
793,0.693796,-0.046786,161.503,279.234,2.987722
794,0.694976,-0.054696,160.818,279.344,2.982107
795,0.695518,-0.016505,160.132,279.459,2.975544
796,0.699088,-0.060285,159.447,279.576,2.973563
797,0.698036,-0.063447,158.758,279.698,2.966329
798,0.700406,-0.056202,158.072,279.824,2.958715
799,0.698683,-0.097984,157.384,279.956,2.951971
800,0.702405,-0.091788,156.699,280.096,2.940213
801,0.698025,-0.086504,156.013,280.244,2.929199
802,0.700207,-0.108356,155.332,280.399,2.918818
803,0.704493,-0.022992,154.651,280.562,2.905815
804,0.702172,-0.019138,153.967,280.729,2.903056
805,0.706905,-0.024257,153.285,280.896,2.900760
806,0.706475,-0.024808,152.599,281.067,2.897849
807,0.695899,0.057298,151.914,281.239,2.894872
808,0.692333,0.052141,151.238,281.404,2.901748
809,0.692723,0.174982,150.564,281.565,2.908005
810,0.698259,0.174401,149.887,281.711,2.929002
811,0.703066,0.171637,149.201,281.844,2.949930
812,0.700814,0.201352,148.509,281.964,2.970527
813,0.703139,0.196442,147.815,282.066,2.994689
814,0.696278,0.118807,147.118,282.153,3.018262
815,0.690340,0.034012,146.425,282.228,3.032519
816,0.692653,-0.054877,145.739,282.301,3.036600
817,0.691426,-0.001419,145.051,282.378,3.030015
818,0.696303,-0.043392,144.363,282.455,3.029845
819,0.699327,-0.036961,143.672,282.536,3.024638
820,0.694339,0.008284,142.978,282.621,3.020203
821,0.689853,-0.039995,142.288,282.704,3.021197
822,0.686943,0.000196,141.604,282.790,3.016397
823,0.689828,-0.045160,140.922,282.876,3.016421
824,0.688559,-0.093127,140.238,282.966,3.011002
825,0.683914,-0.083443,139.557,283.063,2.999826
826,0.686466,-0.092263,138.881,283.167,2.989813
827,0.690380,-0.089983,138.203,283.278,2.978742
828,0.695327,-0.088805,137.523,283.397,2.967944
829,0.695770,-0.047426,136.840,283.525,2.957287
830,0.696304,-0.045207,136.157,283.656,2.951596
831,0.695323,-0.089199,135.474,283.791,2.946171
832,0.695801,-0.089538,134.793,283.934,2.935467
833,0.687381,0.023292,134.113,284.083,2.924723
834,0.684245,0.037366,133.442,284.229,2.927518
835,0.688747,0.031377,132.772,284.372,2.932002
836,0.694588,0.017848,132.098,284.513,2.935767
837,0.688383,0.078310,131.418,284.653,2.937909
838,0.685783,0.035486,130.743,284.786,2.947306
839,0.686197,0.003689,130.069,284.916,2.951564
840,0.691583,-0.032195,129.395,285.045,2.952007
841,0.682335,-0.072552,128.717,285.178,2.948143
842,0.683369,-0.066989,128.048,285.315,2.939437
843,0.686192,0.024518,127.380,285.457,2.931398
844,0.684220,0.065578,126.708,285.599,2.934341
845,0.686621,0.058805,126.038,285.734,2.942210
846,0.689935,0.049412,125.364,285.865,2.949267
847,0.693651,0.050073,124.686,285.993,2.955196
848,0.701671,0.081070,124.003,286.118,2.961205
849,0.702110,0.036799,123.312,286.237,2.970933
850,0.702314,-0.001833,122.619,286.353,2.975349
851,0.705015,0.042214,121.927,286.469,2.975129
852,0.704529,0.044283,121.231,286.583,2.980195
853,0.704226,0.045860,120.535,286.692,2.985509
854,0.705275,0.009117,119.839,286.798,2.991012
855,0.703007,0.044027,119.141,286.903,2.992106
856,0.699526,-0.043016,118.446,287.004,2.997389
857,0.703763,-0.083355,117.754,287.108,2.992227
858,0.693816,-0.074956,117.059,287.220,2.982224
859,0.695400,0.017064,116.375,287.336,2.973230
860,0.699014,-0.007415,115.689,287.451,2.975277
861,0.700215,-0.006611,115.000,287.567,2.974388
862,0.699522,-0.006098,114.310,287.684,2.973594
863,0.693626,-0.018554,113.620,287.802,2.972863
864,0.685254,-0.020137,112.936,287.920,2.970636
865,0.682779,-0.017848,112.261,288.038,2.968220
866,0.683196,-0.018819,111.589,288.157,2.966078
867,0.692068,-0.103463,110.917,288.278,2.963820
868,0.693705,-0.118112,110.237,288.409,2.951404
869,0.702073,-0.069940,109.558,288.550,2.937231
870,0.704846,-0.068124,108.872,288.698,2.928838
871,0.705204,-0.063453,108.184,288.853,2.920663
872,0.711047,-0.045616,107.497,289.012,2.913049
873,0.709949,-0.129346,106.805,289.177,2.907575
874,0.705772,-0.101999,106.117,289.352,2.892053
875,0.704081,-0.084089,105.436,289.535,2.879813
876,0.703111,-0.085752,104.757,289.724,2.869723
877,0.702426,-0.076371,104.082,289.920,2.859432
878,0.699387,-0.059829,103.409,290.122,2.850268
879,0.693459,-0.026401,102.741,290.327,2.843088
880,0.690034,-0.020948,102.079,290.533,2.839920
881,0.691872,-0.106463,101.420,290.740,2.837406
882,0.696491,-0.101251,100.763,290.956,2.824631
883,0.696433,-0.090624,100.104,291.181,2.812481
884,0.700608,-0.119331,99.447,291.413,2.801606
885,0.696137,-0.155360,98.790,291.656,2.787286
886,0.689367,-0.166625,98.142,291.910,2.768643
887,0.690329,-0.128268,97.505,292.174,2.748648
888,0.690092,-0.128896,96.872,292.448,2.733256
889,0.692565,-0.082927,96.242,292.732,2.717788
890,0.695731,0.039513,95.614,293.023,2.707837
891,0.701260,0.073955,94.981,293.312,2.712579
892,0.706566,0.164140,94.341,293.598,2.721453
893,0.711427,0.200335,93.690,293.874,2.741150
894,0.710722,0.234667,93.029,294.135,2.765190
895,0.706330,0.151998,92.361,294.378,2.793350
896,0.697265,0.139223,91.693,294.607,2.811590
897,0.699137,0.170595,91.029,294.821,2.828297
898,0.697629,0.206038,90.360,295.023,2.848768
899,0.693679,0.186957,89.687,295.208,2.873493
900,0.694835,0.261478,89.014,295.377,2.895928
901,0.693021,0.213768,88.335,295.525,2.927305
902,0.692097,0.231354,87.655,295.654,2.952957
903,0.699388,0.185573,86.971,295.765,2.980720
904,0.705403,0.178919,86.279,295.862,3.002988
905,0.700012,0.172473,85.578,295.944,3.024459
906,0.701501,0.172414,84.881,296.012,3.045155
907,0.699927,0.161491,84.182,296.065,3.065845
908,0.691876,0.115782,83.483,296.104,3.085224
909,0.695997,0.054117,82.792,296.134,3.099118
910,0.694325,0.082750,82.096,296.159,3.105612
911,0.686975,0.117246,81.402,296.177,3.115542
912,0.691759,0.068931,80.715,296.185,3.129611
913,0.692845,0.145691,80.024,296.188,3.137883
914,0.693587,0.129148,79.331,296.178,-3.127819
915,0.695304,0.071810,78.638,296.158,-3.112322
916,0.695278,0.064900,77.943,296.131,-3.103704
917,0.694910,0.065427,77.248,296.100,-3.095916
918,0.693813,0.102905,76.554,296.063,-3.088065
919,0.694448,0.067492,75.862,296.017,-3.075717
920,0.692983,0.058353,75.169,295.966,-3.067617
921,0.693338,0.010590,74.479,295.909,-3.060615
922,0.692786,-0.059434,73.788,295.853,-3.059344
923,0.697864,-0.133484,73.097,295.801,-3.066476
924,0.692219,-0.164558,72.400,295.759,-3.082494
925,0.689002,-0.113792,71.709,295.732,-3.102241
926,0.682305,-0.138259,71.020,295.714,-3.115896
927,0.678804,-0.127984,70.337,295.708,-3.132487
928,0.683411,-0.126319,69.659,295.712,3.135340
929,0.687503,-0.079059,68.975,295.727,3.120182
930,0.694038,-0.066347,68.288,295.748,3.110694
931,0.690210,-0.064694,67.595,295.775,3.102733
932,0.692736,-0.065905,66.905,295.807,3.094970
933,0.690965,-0.060740,66.214,295.845,3.087061
934,0.683132,-0.017867,65.524,295.888,3.079772
935,0.684394,-0.045320,64.842,295.932,3.077628
936,0.683272,-0.082448,64.159,295.979,3.072190
937,0.685853,0.001390,63.478,296.033,3.062296
938,0.680794,0.000343,62.795,296.087,3.062463
939,0.675622,0.073933,62.116,296.141,3.062504
940,0.668083,0.072234,61.442,296.189,3.071376
941,0.670813,0.028567,60.775,296.230,3.080044
942,0.675200,-0.020257,60.105,296.269,3.083472
943,0.678084,-0.031640,59.432,296.309,3.081041
944,0.673489,-0.070387,58.755,296.353,3.077244
945,0.681479,-0.032954,58.083,296.402,3.068798
946,0.685472,-0.036660,57.404,296.454,3.064843
947,0.683388,0.002656,56.720,296.510,3.060444
948,0.682010,0.127033,56.039,296.565,3.060763
949,0.690226,0.127990,55.359,296.610,3.076007
950,0.694486,0.153055,54.669,296.644,3.091366
951,0.697840,0.184483,53.975,296.666,3.109732
952,0.697099,0.171111,53.277,296.673,3.131870
953,0.702052,0.123251,52.580,296.666,-3.130782
954,0.704901,0.155791,51.879,296.648,-3.115992
955,0.699830,0.137068,51.174,296.617,-3.097297
956,0.703197,0.091035,50.476,296.574,-3.080849
957,0.709973,0.090764,49.774,296.524,-3.069924
958,0.707982,0.082769,49.067,296.465,-3.059033
959,0.709199,0.041087,48.362,296.400,-3.049100
960,0.708272,0.076772,47.656,296.331,-3.044170
961,0.704259,0.067801,46.952,296.255,-3.034957
962,0.706251,0.148271,46.252,296.175,-3.026821
963,0.704830,0.191953,45.552,296.081,-3.009029
964,0.707746,0.016550,44.856,295.972,-2.985994
965,0.706568,0.042688,44.157,295.861,-2.984008
966,0.702419,0.044195,43.460,295.747,-2.978886
967,0.698854,0.038947,42.767,295.629,-2.973582
968,0.690771,0.037555,42.079,295.509,-2.968908
969,0.687885,-0.005045,41.399,295.387,-2.964402
970,0.686572,0.035585,40.721,295.267,-2.965007
971,0.692312,0.031110,40.046,295.143,-2.960737
972,0.696012,0.060718,39.366,295.016,-2.957004
973,0.703205,0.096332,38.682,294.883,-2.949718
974,0.694293,0.130377,37.994,294.741,-2.938158
975,0.691892,0.091145,37.316,294.590,-2.922513
976,0.689877,0.091067,36.642,294.433,-2.911575
977,0.684721,0.054523,35.972,294.268,-2.900647
978,0.687896,0.017598,35.308,294.100,-2.894104
979,0.686606,0.017197,34.642,293.930,-2.891993
980,0.691193,0.017178,33.977,293.759,-2.889929
981,0.696197,0.019495,33.308,293.586,-2.887868
982,0.699696,0.017107,32.634,293.409,-2.885528
983,0.695614,-0.023636,31.958,293.231,-2.883475
984,0.696247,-0.073733,31.285,293.055,-2.886312
985,0.687206,-0.028700,30.610,292.885,-2.895160
986,0.692669,-0.067938,29.943,292.720,-2.898604
987,0.694457,-0.064767,29.269,292.559,-2.906756
988,0.695755,-0.054269,28.592,292.402,-2.914528
989,0.700196,-0.053836,27.913,292.250,-2.921041
990,0.703930,-0.094137,27.229,292.102,-2.927501
991,0.703709,-0.133492,26.540,291.960,-2.938797
992,0.700668,-0.136147,25.848,291.829,-2.954816
993,0.699261,-0.090747,25.158,291.710,-2.971154
994,0.702117,-0.074835,24.467,291.599,-2.982044
995,0.700575,0.088178,23.773,291.494,-2.991024
996,0.699560,0.174600,23.082,291.381,-2.980443
997,0.696803,0.165187,22.394,291.255,-2.959491
998,0.701594,0.160921,21.711,291.115,-2.939668
999,0.691597,0.157167,21.026,290.961,-2.920358
1000,0.682773,0.116305,20.355,290.797,-2.901498
1001,0.685308,0.064786,19.694,290.625,-2.887541
1002,0.682426,0.071985,19.032,290.448,-2.879767
1003,0.680630,0.108779,18.374,290.265,-2.871129
1004,0.686570,-0.024688,17.721,290.075,-2.858075
1005,0.686559,-0.037952,17.061,289.885,-2.861038
1006,0.686238,-0.076525,16.400,289.698,-2.865592
1007,0.686161,-0.069559,15.739,289.517,-2.874775
1008,0.689735,-0.059368,15.075,289.341,-2.883122
1009,0.692410,-0.058910,14.407,289.170,-2.890246
1010,0.690541,-0.105013,13.735,289.002,-2.897315
1011,0.689498,-0.137775,13.063,288.844,-2.909917
1012,0.689493,-0.139058,12.390,288.697,-2.926450
1013,0.695118,-0.170999,11.714,288.561,-2.943137
1014,0.694395,-0.196689,11.029,288.438,-2.963657
1015,0.694507,-0.231640,10.343,288.331,-2.987259
1016,0.699897,-0.266610,10.000,288.243,-0.179870
1017,0.699248,-0.237914,10.684,288.096,-0.211863
1018,0.703752,-0.138674,11.363,287.930,-0.240413
1019,0.699692,-0.091827,12.044,287.751,-0.257054
1020,0.698209,-0.051981,12.719,287.565,-0.268073
1021,0.700394,-0.006590,13.391,287.376,-0.274311
1022,0.699972,-0.004866,14.065,287.186,-0.275101
1023,0.703341,-0.006455,14.738,286.995,-0.275685
1024,0.701502,-0.000246,15.415,286.803,-0.276460
1025,0.703339,-0.005747,16.090,286.612,-0.276489
1026,0.707291,-0.046647,16.766,286.419,-0.277179
1027,0.701889,-0.060730,17.446,286.222,-0.282777
1028,0.696229,-0.107550,18.118,286.021,-0.290064
1029,0.699390,-0.095848,18.783,285.814,-0.302970
1030,0.696382,-0.053599,19.448,285.597,-0.314472
1031,0.696599,-0.067932,20.109,285.378,-0.320904
1032,0.697572,-0.057634,20.768,285.152,-0.329056
1033,0.699028,-0.016758,21.426,284.923,-0.335972
1034,0.705621,0.027721,22.086,284.691,-0.337983
1035,0.705769,0.073885,22.752,284.459,-0.334656
1036,0.705402,0.028296,23.421,284.233,-0.325790
1037,0.703383,0.031858,24.090,284.010,-0.322394
1038,0.696170,0.024052,24.758,283.789,-0.318571
1039,0.690879,0.066238,25.420,283.573,-0.315685
1040,0.697067,0.030356,26.078,283.364,-0.307737
1041,0.700617,0.076355,26.743,283.155,-0.304094
1042,0.707849,0.071109,27.414,282.951,-0.294931
1043,0.704011,0.064698,28.093,282.752,-0.286398
1044,0.695398,0.054020,28.770,282.558,-0.278635
1045,0.699876,0.086502,29.439,282.371,-0.272152
1046,0.701832,0.085992,30.115,282.190,-0.261772
1047,0.693237,0.048400,30.795,282.015,-0.251453
1048,0.700896,0.085964,31.468,281.847,-0.245645
1049,0.700454,0.163493,32.149,281.683,-0.235329
1050,0.701888,0.209618,32.833,281.533,-0.215710
1051,0.692843,0.199184,33.523,281.400,-0.190556
1052,0.689765,0.187917,34.206,281.285,-0.166654
1053,0.691315,0.148981,34.888,281.186,-0.144104
1054,0.689449,0.100747,35.574,281.099,-0.126226
1055,0.692489,0.010094,36.259,281.021,-0.114136
1056,0.693107,0.008473,36.947,280.943,-0.112925
1057,0.693792,-0.063737,37.636,280.865,-0.111908
1058,0.692562,-0.177498,38.325,280.783,-0.119557
1059,0.691712,-0.182226,39.011,280.685,-0.140857
1060,0.693151,-0.216488,39.693,280.573,-0.162724
1061,0.693221,-0.085635,40.374,280.443,-0.188702
1062,0.696830,-0.067751,41.054,280.306,-0.198979
1063,0.699066,-0.062422,41.736,280.163,-0.207109
1064,0.704636,-0.103838,42.419,280.014,-0.214599
1065,0.706505,-0.144763,43.105,279.855,-0.227060
1066,0.706746,-0.108318,43.791,279.685,-0.244431
1067,0.715096,-0.096693,44.474,279.505,-0.257430
1068,0.707104,-0.162581,45.163,279.315,-0.269033
1069,0.704271,-0.160318,45.841,279.113,-0.288542
1070,0.707176,-0.120010,46.512,278.900,-0.307781
1071,0.701769,-0.071894,47.183,278.676,-0.322182
1072,0.703562,-0.064885,47.847,278.448,-0.330809
1073,0.707294,-0.105783,48.511,278.214,-0.338595
1074,0.706234,-0.101352,49.175,277.971,-0.351289
1075,0.707147,-0.092357,49.835,277.720,-0.363452
1076,0.701435,-0.047421,50.493,277.461,-0.374534
1077,0.686105,-0.054569,51.144,277.201,-0.380225
1078,0.687428,-0.042538,51.780,276.942,-0.386773
1079,0.683120,-0.052057,52.415,276.680,-0.391878
